2810 5 12
85 0 0
3557 7 16
291 0 1
1294 3 5
1997 4 9
1153 2 5
1055 2 4
1346 3 6
2709 5 11
249 1 1
3492 6 15
1713 3 8
1132 2 5
2115 4 8
440 0 2
3959 8 17
723 1 3
1705 3 7
2996 6 13
1053 2 4
1270 2 6
3480 6 16
2239 4 10
2424 4 11
3919 7 17
2867 5 13
1660 3 7
499 1 2
487 1 2
1197 3 5
3463 6 15
2634 5 12
159 0 1
23 0 0
1147 2 5
2393 4 11
1038 2 4
3926 7 18
2648 5 11
1459 3 6
2603 5 11
2808 6 13
99 0 1
3831 7 17
1293 2 6
2601 5 11
3279 6 14
800 2 3
2353 5 10
449 1 2
1883 3 8
541 1 3
316 0 1
576 2 2
763 1 4
1568 3 6
2337 5 10
2398 5 10
3419 7 15
3898 7 17
1829 3 8
1852 3 9
2817 5 12
231 1 1
450 1 1
926 2 4
659 1 3
230 1 1
521 1 2
2941 5 13
1561 3 6
3148 6 13
1163 2 5
1656 3 8
676 1 3
793 1 4
2362 4 10
3755 7 17
399 0 2
3147 6 13
715 1 3
2947 5 13
1189 3 5
3570 7 15
639 1 3
3664 7 16
3076 6 13
516 1 2
3522 7 15
476 1 2
3616 7 15
529 1 3
1235 2 5
571 1 3
906 1 4
1465 3 7
3558 7 15
963 1 5
2162 5 10
2525 5 10
550 1 3
1470 3 6
331 1 1
3924 7 17
351 1 2
2334 4 10
2926 6 12
2911 6 12
3738 7 16
337 1 2
2338 4 10
1279 2 6
394 1 1
3637 7 18
2715 5 12
165 1 0
3592 7 16
3950 7 17
3136 5 14
2506 5 10
1338 3 5
2005 4 9
338 0 2
2624 5 11
665 1 3
1971 4 8
1609 3 7
2569 5 11
3282 6 14
3086 6 13
1153 2 5
2374 4 11
653 1 3
195 0 1
1877 4 8
3827 7 16
397 1 2
3573 6 16
2250 4 10
2641 5 12
1175 2 5
2820 5 12
944 2 4
612 1 3
1942 3 9
290 0 2
420 0 2
1566 3 7
3806 7 17
3586 7 16
217 0 1
3451 7 14
1616 3 8
2610 4 12
3065 5 14
1167 2 5
894 2 3
75 1 0
1510 3 6
2301 5 10
3696 7 16
1574 3 7
3590 6 18
1162 3 4
3173 5 14
1969 4 8
3359 7 14
2032 4 9
2269 4 10
3427 6 15
511 1 3
2423 4 10
2775 6 12
780 1 3
2911 6 12
3553 7 15
183 0 1
1392 3 6
3496 7 15
1765 3 8
875 1 4
1365 3 6
2903 5 13
256 0 2
461 0 2
475 1 2
2973 6 13
2822 5 12
2123 4 9
1548 3 7
1578 3 7
1790 3 8
1606 3 6
2196 4 10
3595 6 16
3951 8 17
344 1 1
755 2 3
2482 4 11
1013 2 5
3673 7 15
3440 7 15
1429 3 6
1913 3 8
1763 4 7
1968 4 8
409 1 2
416 1 2
1909 3 8
1224 3 5
3760 7 16
2435 5 10
1205 2 8
1487 4 10
320 0 2
959 1 4
1946 4 8
2807 6 12
167 0 1
2701 5 11
3368 6 15
1693 3 7
1788 3 8
533 1 2
2557 5 11
2975 5 13
3448 6 15
1022 2 4
2284 4 10
2223 4 10
1332 3 5
2377 4 11
584 1 2
2949 6 13
724 1 3
1983 4 8
2019 4 8
2777 5 12
1221 2 5
3112 6 14
183 0 1
3857 7 16
3491 6 15
926 2 4
325 0 2
2487 4 11
3678 7 16
3970 7 17
3644 7 16
3535 7 22
3678 7 16
2669 5 12
3069 5 14
1992 3 9
197 0 1
3784 7 17
829 1 4
3728 6 16
1427 3 7
3872 7 20
2698 5 12
1613 3 6
2704 5 11
3028 6 13
3409 6 15
1546 3 7
1509 2 7
3186 6 14
2239 4 9
238 1 1
2444 4 11
1314 2 6
2502 5 11
851 2 3
1129 2 5
2112 4 9
3651 7 16
150 0 1
3193 6 22
1455 2 7
3870 7 17
682 2 2
3466 7 15
268 1 2
1714 3 7
3794 7 25
2635 5 11
1473 4 6
973 2 4
2831 5 16
902 1 4
443 1 2
1178 2 5
1878 4 8
1771 3 11
703 1 3
2365 5 10
1382 3 5
591 1 3
824 2 3
2238 4 10
24 0 0
180 1 0
596 1 3
170 0 1
2328 4 11
43 0 0
3311 6 15
183 0 1
3059 6 13
3927 7 18
1488 2 7
1671 3 7
529 1 3
1652 3 12
2259 4 10
3214 6 15
1861 3 9
1784 3 7
1287 3 5
2743 6 11
611 1 3
473 1 2
3129 6 13
2435 4 11
1842 3 8
719 1 3
3504 6 16
2868 5 13
866 2 3
2939 6 13
1882 6 10
1258 2 6
2751 5 12
615 1 3
2599 5 11
459 1 2
2662 5 11
2064 4 9
757 1 3
808 2 3
279 1 1
3490 7 15
3436 6 15
2366 5 10
76 1 0
3587 7 15
1387 3 6
3834 7 16
361 1 1
1331 3 5
2049 4 9
929 2 4
1493 2 7
434 1 2
3841 7 17
2767 5 12
1736 3 7
3811 7 19
3600 7 16
3838 7 19
1893 4 8
3983 7 17
3329 6 15
1353 2 6
3370 6 15
3245 6 14
1795 3 8
2609 5 11
1253 3 5
3648 7 15
1433 3 6
1536 3 7
3209 6 14
3265 6 14
3498 7 15
3244 6 14
3650 7 16
2016 4 8
2842 5 13
190 1 1
101 0 0
3813 7 17
2649 5 11
1524 3 7
3852 7 17
475 0 2
634 2 2
1892 4 8
3201 6 14
3855 7 16
1991 4 9
1698 3 7
920 2 4
1781 3 8
2579 5 11
932 2 3
545 1 3
3341 6 14
1488 3 7
900 1 4
2526 5 11
484 1 2
1539 3 6
3493 7 15
2194 4 14
253 1 1
1012 2 4
1561 3 7
3835 7 17
1841 3 8
3498 6 15
2786 6 11
2530 4 11
3541 7 15
2806 5 13
792 1 3
1393 3 6
1211 2 5
1550 3 7
1579 3 7
2980 6 13
2972 5 15
1278 3 5
74 1 0
194 0 1
1621 3 7
1498 3 7
1827 3 8
3277 6 14
3791 7 18
2583 4 12
1579 3 6
3160 6 14
419 1 2
2490 4 14
160 0 1
3450 6 19
925 3 5
1073 2 4
2381 5 10
3009 6 13
3968 7 18
2209 4 10
2478 4 15
2504 5 11
3371 6 15
608 1 3
2197 4 9
75 0 0
1723 4 7
612 1 3
3020 6 13
762 2 3
3057 6 13
891 2 6
3164 6 14
684 1 3
1717 3 7
3933 8 25
1453 3 6
2742 5 12
955 2 4
2814 5 12
2863 5 12
2397 5 10
3461 7 18
616 1 3
2905 5 13
2600 5 11
137 1 0
681 1 3
1199 2 6
3033 5 13
2388 5 10
585 1 3
3241 6 14
3518 6 16
1007 2 4
671 1 3
242 1 1
2883 5 13
1250 2 5
3524 7 15
3759 8 16
106 0 0
1622 3 8
1096 2 5
3297 6 14
1917 4 8
3679 7 16
2179 4 9
1580 3 7
1059 2 5
3578 6 16
751 1 3
2008 4 8
3730 7 16
82 1 0
2996 5 13
2679 4 12
677 2 2
3754 7 17
900 1 4
3785 7 16
3566 7 15
3094 6 13
1609 3 7
2173 4 10
3244 6 14
1930 3 8
3515 7 16
2169 4 9
1056 2 5
3192 6 14
1974 4 8
923 2 4
2749 5 12
1652 3 7
2987 6 23
2145 4 9
447 1 2
3578 7 15
2518 5 11
2630 5 11
1917 4 8
1875 3 8
3792 7 17
3470 6 15
2913 6 12
147 1 0
2694 5 12
1092 2 5
1816 3 8
2950 5 13
2858 5 13
641 1 3
2053 3 9
237 1 1
552 1 2
1488 3 6
3227 6 14
163 1 0
956 2 4
3184 6 14
395 1 1
2181 5 9
98 0 0
3066 6 13
3066 6 13
2514 5 11
1262 2 5
579 2 2
1079 2 5
879 1 4
2141 4 9
612 2 2
3948 8 17
2446 5 12
171 0 1
1976 3 9
1490 3 6
751 1 3
2150 4 10
3334 6 17
1866 3 8
2215 5 9
1283 3 5
3008 6 13
3433 6 15
897 2 4
368 1 1
523 1 3
883 1 4
3811 7 16
1642 3 7
3232 7 14
2188 4 10
2706 5 12
2480 4 11
2322 4 10
2539 5 11
3352 7 14
3448 7 15
209 1 0
1647 4 7
2277 4 10
1760 3 8
2190 4 9
2423 5 10
3667 7 16
487 1 2
3456 6 15
2029 4 9
1615 3 7
861 2 4
1254 3 5
3778 7 17
3349 6 15
504 1 2
2862 5 22
2432 4 11
1083 2 4
456 1 2
2198 5 9
2107 4 9
753 2 3
3822 7 17
1297 2 6
2282 4 11
2022 3 9
456 0 2
3948 8 17
3125 7 13
2319 5 10
1136 2 5
3377 6 17
1775 3 8
1860 3 9
999 1 5
75 0 0
1254 3 5
2923 6 13
2636 5 12
1644 3 7
889 1 4
154 1 0
1233 3 5
748 2 3
681 1 3
3927 7 18
1679 3 7
2451 5 10
2802 5 12
962 2 4
2200 4 9
856 2 3
2364 5 10
1717 4 7
2574 5 11
3562 7 15
3246 6 18
2474 4 11
275 0 2
1551 3 7
354 0 2
1182 3 5
288 0 1
2700 5 12
2111 4 10
2644 5 11
1466 3 6
3173 6 14
2530 5 10
1982 4 8
2113 4 9
1477 3 6
382 1 1
248 1 1
2891 5 15
672 1 3
806 1 4
373 0 2
2033 4 9
3990 7 18
1321 3 5
3166 6 14
3432 7 15
1659 3 7
3294 6 14
1207 2 6
2579 5 10
949 2 4
2207 4 10
3172 6 13
2167 5 9
3397 6 14
698 2 3
3021 6 13
3695 7 16
3530 7 15
2789 5 12
2110 3 10
1985 3 9
3970 7 18
979 2 4
1618 3 7
16 0 0
627 1 3
3685 7 16
1169 2 5
1907 3 8
1929 4 8
98 1 0
119 0 1
391 0 2
3200 6 14
3786 7 17
2487 4 11
3200 6 14
421 0 2
711 2 3
2272 4 10
3814 7 16
3416 7 14
2086 4 9
319 1 1
3581 7 15
1332 3 5
3268 7 14
388 1 2
1445 2 7
3187 6 14
2508 5 10
361 1 2
1828 3 8
75 0 0
2432 5 10
3153 6 14
2272 4 10
2269 4 10
694 2 3
3886 7 22
338 0 2
3312 6 15
1605 3 7
678 1 3
407 1 2
3769 7 17
1023 2 4
3414 7 14
1001 2 4
543 1 3
1538 2 7
2039 4 8
1389 3 6
3356 6 14
1290 3 5
3648 7 16
3182 6 13
1094 2 5
585 1 3
2988 5 13
2762 5 13
494 1 3
218 0 1
1502 3 6
1483 2 8
1448 2 6
3666 7 16
2754 5 12
2105 4 9
3085 6 13
3096 6 14
1526 3 7
2222 4 9
3965 8 21
1782 3 8
873 2 5
107 0 1
3657 7 16
3344 6 14
2594 5 12
3081 6 13
81 0 1
2869 5 13
1412 2 6
1714 4 7
969 2 4
3252 6 14
3217 6 14
80 0 1
769 1 3
1041 2 5
3532 6 15
934 2 4
3780 7 20
664 2 2
260 1 1
2654 5 11
3937 8 17
2096 4 9
366 1 2
3875 7 17
3721 7 16
2836 6 12
1681 3 8
977 1 5
2456 5 10
1726 3 8
72 0 1
809 1 4
1560 4 10
1157 3 7
1603 3 7
1833 3 8
3906 7 19
2441 5 10
3376 7 17
1563 5 9
2886 5 13
1963 4 9
1081 2 4
1837 4 8
2798 5 12
3203 7 14
2509 5 11
2081 4 12
1341 2 6
77 0 0
1059 2 5
3494 7 17
3741 7 16
547 1 2
475 0 2
774 2 3
3098 6 14
881 1 4
3336 6 15
3073 6 13
3401 6 15
708 1 3
2956 5 14
667 1 3
142 0 1
3589 7 16
482 1 2
1169 2 5
316 0 2
3397 6 16
226 0 1
1010 2 4
2013 4 9
2137 4 10
3456 6 15
2763 5 12
1044 2 4
743 2 4
22 0 0
1923 4 8
513 1 3
1249 2 5
2019 4 9
3369 6 14
3718 7 18
1715 3 7
1651 3 8
1291 2 5
3336 7 19
760 2 3
3170 6 15
1896 4 8
1304 2 6
2641 5 11
1980 4 9
200 0 1
1106 2 5
792 1 4
2662 5 12
682 1 3
3653 7 17
754 2 3
34 0 0
30 0 1
3988 7 17
3043 9 13
2254 5 10
84 0 0
3421 7 15
3815 7 16
719 2 3
245 0 1
3064 6 13
3230 6 14
653 2 2
2865 6 12
770 2 3
2471 5 12
3006 6 13
1048 2 4
1595 2 7
1488 3 6
327 1 2
3277 6 14
1324 3 5
2541 5 11
3680 7 17
3991 7 18
589 1 2
711 2 3
1272 2 5
1946 4 8
1222 3 5
471 1 2
184 0 1
3590 7 16
3956 9 22
979 3 6
780 2 3
1007 2 5
1263 2 5
136 0 0
3488 7 15
3197 6 13
1034 2 5
2089 4 9
936 1 4
3780 7 17
3994 8 17
2791 5 12
963 2 4
2966 7 13
3002 7 13
3106 6 13
3808 7 17
568 1 2
2670 5 12
3135 6 13
672 1 3
1458 3 6
999 2 4
3546 7 16
1598 3 6
2219 4 10
839 2 3
2845 6 12
3373 7 15
564 1 2
1029 2 5
1265 2 5
802 2 3
2724 5 12
1491 3 6
3605 7 16
3602 7 15
228 1 1
3198 6 14
3693 7 16
3772 7 16
364 1 1
1302 3 6
2364 4 11
3722 7 16
3566 11 16
1422 2 6
3446 7 14
2611 5 12
496 1 2
742 1 3
3023 6 13
3813 7 17
1152 2 5
3016 5 13
56 0 1
3394 6 15
739 1 4
3280 6 14
3883 7 23
1609 3 8
655 1 3
3823 8 24
708 2 5
246 0 8
1339 2 7
145 0 1
2291 6 13
3340 6 14
3155 7 14
605 1 2
624 2 2
2226 5 10
79 0 0
1725 3 8
3982 11 17
2331 5 10
1734 3 7
224 1 1
595 1 2
1131 3 4
2847 6 12
988 2 4
1446 3 6
2806 5 18
617 2 4
1751 5 7
490 1 3
3339 6 14
1964 4 9
136 0 1
2698 5 14
210 0 2
1631 3 9
3225 10 16
1909 3 8
2738 5 12
475 1 2
3921 7 18
3373 6 15
2294 4 10
3856 7 18
2735 5 12
1562 3 7
3057 6 13
3607 7 23
185 0 1
3076 8 13
383 1 2
2120 4 9
2742 5 12
2433 5 11
685 1 3
780 1 4
280 0 1
2284 5 10
668 1 3
2837 5 12
126 1 0
119 0 1
738 1 4
2029 3 9
120 0 1
578 1 3
2738 5 12
2092 4 9
557 1 3
2796 7 13
61 1 0
1902 5 8
794 2 3
3433 7 15
2137 4 9
581 2 4
2876 6 13
1908 3 9
1185 2 5
75 0 1
720 1 3
2791 5 12
477 0 2
2042 3 9
3352 7 20
330 1 1
291 1 1
